molecule,run_label,noise_source,backend_name,shots,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,reference_energy,reference_method,fci_energy,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,vqe_raw_energy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,1,cobyla,100,137,null,null,False,0.027345598194434606,-0.8356939275784787,FCI,-0.8356939275784787,0.8630395257729133,541.565069778235,False,-1.4845892901484228,100,True,,,8,185,1.5119348883428574,0.3716242570008035,13.049902263999684,13.428189877000477
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,1,slsqp,100,137,null,null,False,3.3002774404020103,-0.8356939275784787,FCI,-0.8356939275784787,4.135971367980489,2595.359257150069,False,1.7883425520591532,2080,True,,,8,185,1.5119348883428574,0.39819086299939954,142.6941652530004,143.09945514799983
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,1,spsa,100,137,null,null,False,-0.5195582434028674,-0.8356939275784787,FCI,-0.8356939275784787,0.31613568417561133,198.3779870413537,False,-2.0314931317457248,200,True,,,8,185,1.5119348883428574,0.4509362560002046,9.996377198998744,10.457278064001002
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,2,cobyla,100,137,null,null,False,0.2155902322651,-0.8356939275784787,FCI,-0.8356939275784787,1.0512841598435787,659.6902718592843,False,-1.2963446560777574,100,True,,,8,185,1.5119348883428574,0.3530073990004894,8.616918355999587,8.979101089000324
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,2,slsqp,100,137,null,null,False,3.900360818633886,-0.8356939275784787,FCI,-0.8356939275784787,4.736054746212365,2971.916977740975,False,2.3884259302910285,3525,True,,,8,185,1.5119348883428574,0.3934444509995956,201.95611840799938,202.3592183360015
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,real_amplitudes,2,spsa,100,137,null,null,False,-0.0733981290279242,-0.8356939275784787,FCI,-0.8356939275784787,0.7622957985505545,478.34747425265994,False,-1.5853330173707816,200,True,,,8,185,1.5119348883428574,0.49164843800099334,7.795927876999485,8.304448300999866
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,1,cobyla,100,137,null,null,False,0.3449907211504215,-0.8356939275784787,FCI,-0.8356939275784787,1.1806846487289002,740.8902432392234,False,-1.1669441671924359,100,True,,,8,185,1.5119348883428574,0.39438931599943317,5.964408356001513,6.375747465001041
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,1,slsqp,100,137,null,null,False,2.94515354889637,-0.8356939275784787,FCI,-0.8356939275784787,3.7808474764748485,2372.515819115256,False,1.4332186605535127,2578,True,,,8,185,1.5119348883428574,0.4519662080001581,479.7470562089984,480.2127822250004
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,1,spsa,100,137,null,null,False,0.557620137461744,-0.8356939275784787,FCI,-0.8356939275784787,1.3933140650402227,874.3171156393252,False,-0.9543147508811134,200,True,,,8,185,1.5119348883428574,0.9118689469996752,24.562233668999397,25.51517539300039
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,2,cobyla,100,137,null,null,False,0.610573886967596,-0.8356939275784787,FCI,-0.8356939275784787,1.4462678145460748,907.5460700379929,False,-0.9013610013752614,100,True,,,8,185,1.5119348883428574,0.6896130570003152,17.893099508999512,18.614061459000368
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,2,slsqp,100,137,null,null,False,3.543070457560373,-0.8356939275784787,FCI,-0.8356939275784787,4.378764385138852,2747.714060554096,False,2.0311355692175153,5949,True,,,8,185,1.5119348883428574,0.6419525290002639,712.0231711369997,712.694134927
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.35,jw,efficient_su2,2,spsa,100,137,null,null,False,0.6575591370835813,-0.8356939275784787,FCI,-0.8356939275784787,1.4932530646620599,937.0297373530245,False,-0.8543757512592761,200,True,,,8,185,1.5119348883428574,0.5446846089998871,11.013868156998797,11.601386308000656
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.5,jw,real_amplitudes,1,cobyla,100,137,null,null,False,-0.6336850708565154,-1.077863896574488,FCI,-1.077863896574488,0.4441788257179726,278.7262107474593,False,-1.6920394926965154,100,True,,,8,185,1.05835442184,0.3931935069995234,5.358094063998578,5.758560995000153
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.5,jw,real_amplitudes,1,slsqp,100,137,null,null,False,3.8613657092949785,-1.077863896574488,FCI,-1.077863896574488,4.939229605869467,3099.4110307495434,False,2.8030112874549786,2053,True,,,8,185,1.05835442184,0.3761474969996925,113.38393209100104,113.76715243899889
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.5,jw,real_amplitudes,1,spsa,100,137,null,null,False,-0.5644247267366989,-1.077863896574488,FCI,-1.077863896574488,0.5134391698377891,322.1877000257412,False,-1.622779148576699,200,True,,,8,185,1.05835442184,0.3911161100004392,6.181358025000009,6.579582854999899
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.5,jw,real_amplitudes,2,cobyla,100,137,null,null,False,0.05158107410390245,-1.077863896574488,FCI,-1.077863896574488,1.1294449706783904,708.7368841054262,False,-1.0067733477360976,100,True,,,8,185,1.05835442184,0.35902919599902816,5.369067034000182,5.736941856999692
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,6-31g,0.5,jw,real_amplitudes,2,slsqp,100,137,null,null,False,2.6383216572611277,-1.077863896574488,FCI,-1.077863896574488,3.716185553835616,2331.9398807018333,False,1.5799672354211276,3525,True,,,8,185,1.05835442184,0.43841659799909394,217.75129072500022,218.19944794299954
