distance,energy,method,n_orbitals,n_electrons,timestamp
0.8125,-87.93133989975341,CASCI,42,14,1776479584.3970885
0.8535353535353536,-88.18214466570018,CASCI,42,14,1776479586.3061674
0.8945707070707071,-88.4167237530606,CASCI,42,14,1776479588.5534627
0.9356060606060606,-88.6400579621004,CASCI,42,14,1776479590.457855
0.9766414141414141,-88.85525333381435,CASCI,42,14,1776479592.136934
1.0176767676767677,-89.03952565638605,CASCI,42,14,1776479593.6321254
1.058712121212121,-89.19327273941045,CASCI,42,14,1776479595.1424866
1.0997474747474747,-89.32000386056839,CASCI,42,14,1776479596.7317452
1.1407828282828283,-89.42362030268416,CASCI,42,14,1776479598.1777768
1.1818181818181819,-89.50772985575634,CASCI,42,14,1776479599.6528559
1.2228535353535355,-89.57549403055464,CASCI,42,14,1776479601.3987076
1.2638888888888888,-89.6296177014649,CASCI,42,14,1776479603.4490378
1.3049242424242424,-89.67240338506782,CASCI,42,14,1776479605.1413784
1.345959595959596,-89.70579512966529,CASCI,42,14,1776479606.5503929
1.3869949494949494,-89.7314286096556,CASCI,42,14,1776479607.9675407
1.428030303030303,-89.7506707917033,CASCI,42,14,1776479609.4428072
1.4690656565656566,-89.76465140362265,CASCI,42,14,1776479610.8681612
1.5101010101010102,-89.77429038199949,CASCI,42,14,1776479612.4877963
1.5511363636363638,-89.7803271791053,CASCI,42,14,1776479614.1805775
1.5921717171717171,-89.78335496177154,CASCI,42,14,1776479616.0626128
1.6332070707070707,-89.78385664000943,CASCI,42,14,1776479618.3225477
1.6742424242424243,-89.78223591003675,CASCI,42,14,1776479620.3899472
1.7152777777777777,-89.77883858993003,CASCI,42,14,1776479622.0402935
1.7563131313131313,-89.77396459052434,CASCI,42,14,1776479623.675883
1.7973484848484849,-89.76787406706869,CASCI,42,14,1776479625.463945
1.8383838383838385,-89.76079128112085,CASCI,42,14,1776479627.4331355
1.879419191919192,-89.75290812960742,CASCI,42,14,1776479629.3100986
1.9204545454545454,-89.74438791321919,CASCI,42,14,1776479631.4384353
1.961489898989899,-89.73536921528321,CASCI,42,14,1776479633.7160146
2.0025252525252526,-89.72596962267963,CASCI,42,14,1776479635.8258195
2.043560606060606,-89.71628908485289,CASCI,42,14,1776479637.7623858
2.0845959595959593,-89.70641283742849,CASCI,42,14,1776479639.9425187
2.125631313131313,-89.69641389839664,CASCI,42,14,1776479642.1122093
2.166666666666667,-89.68631630042803,CASCI,42,14,1776479643.7807295
2.2077020202020203,-89.67629154552422,CASCI,42,14,1776479646.2145
2.2487373737373737,-89.66627120723967,CASCI,42,14,1776479649.2695148
2.2897727272727275,-89.65633788520614,CASCI,42,14,1776479651.4944017
2.330808080808081,-89.64653246219574,CASCI,42,14,1776479653.8688188
2.3718434343434343,-89.6371372492583,CASCI,42,14,1776479656.3326905
2.412878787878788,-89.6278464845038,CASCI,42,14,1776479658.7888858
2.4539141414141414,-89.61891990144127,CASCI,42,14,1776479661.2569747
2.494949494949495,-89.6105108395657,CASCI,42,14,1776479664.3168542
2.5359848484848486,-89.60283412879383,CASCI,42,14,1776479667.0924475
2.577020202020202,-89.59609519475804,CASCI,42,14,1776479669.6530511
2.6180555555555554,-89.59031631478044,CASCI,42,14,1776479672.6749454
2.659090909090909,-89.58532230829789,CASCI,42,14,1776479674.9507165
2.7001262626262625,-89.58087668945652,CASCI,42,14,1776479677.8767595
2.741161616161616,-89.57679636419277,CASCI,42,14,1776479681.824542
2.7821969696969697,-89.5729634911255,CASCI,42,14,1776479684.2325613
2.823232323232323,-89.56931321368678,CASCI,42,14,1776479686.3596127
2.864267676767677,-89.56582406592157,CASCI,42,14,1776479688.6402087
2.9053030303030303,-89.56346015062996,CASCI,42,14,1776479690.9442055
2.946338383838384,-89.56130867675111,CASCI,42,14,1776479693.5875177
2.9873737373737375,-89.5591230209069,CASCI,42,14,1776479696.2744133
3.028409090909091,-89.55692517077226,CASCI,42,14,1776479698.3022864
3.0694444444444446,-89.55474964601846,CASCI,42,14,1776479700.5251977
3.110479797979798,-89.55261541305218,CASCI,42,14,1776479702.6314301
3.1515151515151514,-89.55053589379088,CASCI,42,14,1776479704.7155504
3.192550505050505,-89.54852163814674,CASCI,42,14,1776479707.4805312
3.2335858585858586,-89.54658108932735,CASCI,42,14,1776479710.3724825
3.274621212121212,-89.54472378765948,CASCI,42,14,1776479712.668289
3.3156565656565657,-89.54295240320171,CASCI,42,14,1776479714.9409778
3.356691919191919,-89.54126966543616,CASCI,42,14,1776479717.2715323
3.397727272727273,-89.53968254530167,CASCI,42,14,1776479719.68032
3.4387626262626263,-89.53818409153585,CASCI,42,14,1776479722.5565577
3.4797979797979797,-89.53678221058998,CASCI,42,14,1776479725.7649865
3.5208333333333335,-89.5354744499495,CASCI,42,14,1776479728.4557245
3.561868686868687,-89.53426033395752,CASCI,42,14,1776479730.8520432
3.6029040404040407,-89.53313618836903,CASCI,42,14,1776479733.3705547
3.643939393939394,-89.53210175065932,CASCI,42,14,1776479735.8205578
3.6849747474747474,-89.53115357925294,CASCI,42,14,1776479738.9964628
3.726010101010101,-89.38900538134489,CASCI,42,14,1776479741.5892959
3.7670454545454546,-89.3894216945189,CASCI,42,14,1776479743.7047236
3.808080808080808,-89.38983068848701,CASCI,42,14,1776479745.8081846
3.8491161616161618,-89.39023515669186,CASCI,42,14,1776479747.8376422
3.890151515151515,-89.3906391428372,CASCI,42,14,1776479749.9407904
3.9311868686868685,-89.39104739277839,CASCI,42,14,1776479752.3892808
3.9722222222222223,-89.39146346762998,CASCI,42,14,1776479755.2517147
4.013257575757576,-89.39189071671568,CASCI,42,14,1776479757.5962036
4.054292929292929,-89.39233235738301,CASCI,42,14,1776479759.730248
4.095328282828283,-89.39278869548802,CASCI,42,14,1776479761.8283026
4.136363636363637,-89.39326095461192,CASCI,42,14,1776479763.8753536
4.17739898989899,-89.39375050930978,CASCI,42,14,1776479766.0537057
4.218434343434343,-89.39425821109519,CASCI,42,14,1776479768.4903781
4.259469696969697,-89.39478476487203,CASCI,42,14,1776479771.8789427
4.30050505050505,-89.39533076446585,CASCI,42,14,1776479774.0617917
4.341540404040404,-89.39589635452326,CASCI,42,14,1776479776.1787186
4.382575757575758,-89.39647336742415,CASCI,42,14,1776479778.3894925
4.423611111111111,-89.39707859921471,CASCI,42,14,1776479780.2405028
4.4646464646464645,-89.39768793210476,CASCI,42,14,1776479783.9445565
4.505681818181818,-89.3983188212987,CASCI,42,14,1776479787.7913473
4.546717171717171,-89.52424370108052,CASCI,42,14,1776479791.4962983
4.587752525252525,-89.52855634160261,CASCI,42,14,1776479794.3166811
4.628787878787879,-89.53120892559708,CASCI,42,14,1776479797.5127163
4.669823232323232,-89.50474413960978,CASCI,42,14,1776479803.787285
4.7108585858585865,-89.60694207657033,CASCI,42,14,1776479808.3279984
4.7518939393939394,-89.47594649822184,CASCI,42,14,1776479811.198667
4.792929292929292,-89.47495667520201,CASCI,42,14,1776479819.8159752
4.833964646464646,-89.44046970260649,CASCI,42,14,1776479825.6862102
4.875,-89.29508139959584,CASCI,42,14,1776479832.6089811
