molecule,run_label,noise_source,backend_name,shots,basis,distance,mapper,ansatz,reps,optimizer,max_iter,seed,active_space,active_orbitals,freeze_core,energy,reference_energy,reference_method,fci_energy,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,vqe_raw_energy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,1,cobyla,100,137,null,null,False,-0.529548321992724,-0.7892693924044141,FCI,-0.7892693924044141,0.2597210704116901,162.97730917296926,False,-2.0414832103355813,67,True,,,4,15,1.5119348883428574,0.09336484300001757,0.6531833730005019,0.8542855570012762
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,1,slsqp,100,137,null,null,False,1.237409391185052,-0.7892693924044141,FCI,-0.7892693924044141,2.026678783589466,1271.7591768114423,False,-0.2745254971578052,685,True,,,4,15,1.5119348883428574,0.08382115200038243,5.364291568999761,5.453985318999912
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,1,spsa,100,137,null,null,False,-0.7438477745063514,-0.7892693924044141,FCI,-0.7892693924044141,0.04542161789806265,28.502474025595397,False,-2.255782662849209,200,True,,,4,15,1.5119348883428574,0.07652272899940726,0.8857658280012402,0.9683473929999309
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,2,cobyla,100,137,null,null,False,-0.3184430949174335,-0.7892693924044141,FCI,-0.7892693924044141,0.47082629748698057,295.4477391097577,False,-1.8303779832602909,93,True,,,4,15,1.5119348883428574,0.08141786099986348,0.8747574310000346,0.9630932469990512
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,2,slsqp,100,137,null,null,False,1.0930060019764845,-0.7892693924044141,FCI,-0.7892693924044141,1.8822753943808985,1181.1447504525634,False,-0.4189288863663729,1266,True,,,4,15,1.5119348883428574,0.07513382199977059,10.528964583001652,10.610757345999446
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,real_amplitudes,2,spsa,100,137,null,null,False,-0.7191662209867948,-0.7892693924044141,FCI,-0.7892693924044141,0.07010317141761924,43.99037099309883,False,-2.231101109329652,200,True,,,4,15,1.5119348883428574,0.06565234300069278,0.9414084590007405,1.0145212949992128
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,1,cobyla,100,137,null,null,False,-0.5036120368258825,-0.7892693924044141,FCI,-0.7892693924044141,0.28565735557853156,179.25256154172877,False,-2.01554692516874,100,True,,,4,15,1.5119348883428574,0.07194909899953927,0.980656531999557,1.0638282089985296
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,1,slsqp,100,137,null,null,False,1.070080377381033,-0.7892693924044141,FCI,-0.7892693924044141,1.859349769785447,1166.758714688296,False,-0.4418545109618244,1999,True,,,4,15,1.5119348883428574,0.08851046699965082,17.39766333099942,17.497867350999513
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,1,spsa,100,137,null,null,False,-0.74912913855365,-0.7892693924044141,FCI,-0.7892693924044141,0.04014025385076403,25.188370553639086,False,-2.2610640268965074,200,True,,,4,15,1.5119348883428574,0.08940115399855131,0.8856633140003396,0.9837273590001132
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,2,cobyla,100,137,null,null,False,-0.5906537798219709,-0.7892693924044141,FCI,-0.7892693924044141,0.1986156125824432,124.63308443599635,False,-2.1025886681648283,100,True,,,4,15,1.5119348883428574,0.0696870100000524,0.9749368720003986,1.0541099149995716
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,2,slsqp,100,137,null,null,False,0.9339981524472313,-0.7892693924044141,FCI,-0.7892693924044141,1.7232675448516455,1081.3658938023111,False,-0.5779367358956261,3525,True,,,4,15,1.5119348883428574,0.07118469899978663,30.442150445000152,30.523990399000468
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.35,jw,efficient_su2,2,spsa,100,137,null,null,False,-0.6756617082861804,-0.7892693924044141,FCI,-0.7892693924044141,0.11360768411823363,71.28984425334868,False,-2.187596596629038,200,True,,,4,15,1.5119348883428574,0.13431489699905796,1.0257837650005968,1.169606974999624
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,1,cobyla,100,137,null,null,False,-0.9051470619036805,-1.0551597944706248,FCI,-1.0551597944706248,0.15001273256694425,94.13433980035062,False,-1.9635014837436806,66,True,,,4,15,1.05835442184,0.08185214600052859,0.6335968370003684,0.7212521339988598
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,1,slsqp,100,137,null,null,False,0.2638614713136971,-1.0551597944706248,FCI,-1.0551597944706248,1.3190212657843219,827.697715471054,False,-0.794492950526303,723,True,,,4,15,1.05835442184,0.0663730599990231,5.785918695999499,5.857799843000976
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,1,spsa,100,137,null,null,False,-1.0324699038911123,-1.0551597944706248,FCI,-1.0551597944706248,0.02268989057951254,14.238110547659334,False,-2.0908243257311123,200,True,,,4,15,1.05835442184,0.0821344969990605,0.8927356399999553,0.9806469099985407
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,2,cobyla,100,137,null,null,False,-0.5671738502540777,-1.0551597944706248,FCI,-1.0551597944706248,0.48798594421654706,306.2155718693812,False,-1.6255282720940778,100,True,,,4,15,1.05835442184,0.06669985200096562,0.954538252999555,1.0275058080005692
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,2,slsqp,100,137,null,null,False,0.4392148168054556,-1.0551597944706248,FCI,-1.0551597944706248,1.4943746112760805,937.733517947242,False,-0.6191396050345445,1450,True,,,4,15,1.05835442184,0.07560653099972114,12.363434787999722,12.447212853001474
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,real_amplitudes,2,spsa,100,137,null,null,False,-1.0018019266150835,-1.0551597944706248,FCI,-1.0551597944706248,0.05335786785554131,33.48254230016287,False,-2.0601563484550836,200,True,,,4,15,1.05835442184,0.07091203900017717,0.8977300029982871,0.9755489339986525
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,efficient_su2,1,cobyla,100,137,null,null,False,-0.9095198492246934,-1.0551597944706248,FCI,-1.0551597944706248,0.14563994524593138,91.39037640132915,False,-1.9678742710646935,100,True,,,4,15,1.05835442184,0.06378501100152789,0.9450904080003966,1.0159555110003566
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,efficient_su2,1,slsqp,100,137,null,null,False,0.23043551588350264,-1.0551597944706248,FCI,-1.0551597944706248,1.2855953103541276,806.7226276050083,False,-0.8279189059564974,2079,True,,,4,15,1.05835442184,0.0590428300001804,17.251553940999656,17.31792433499868
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,efficient_su2,1,spsa,100,137,null,null,False,-1.0079696001927705,-1.0551597944706248,FCI,-1.0551597944706248,0.047190194277854314,29.61227162110208,False,-2.0663240220327705,200,True,,,4,15,1.05835442184,0.06457545199918968,0.9420804119999957,1.0142634040003031
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,efficient_su2,2,cobyla,100,137,null,null,False,-0.8884926537087601,-1.0551597944706248,FCI,-1.0551597944706248,0.16666714076186473,104.58513083233697,False,-1.9468470755487601,100,True,,,4,15,1.05835442184,0.06381532500017784,1.053954397999405,1.127284349000547
H2,noisy_synthetic,synthetic_depolarizing_readout,,2048,sto-3g,0.5,jw,efficient_su2,2,slsqp,100,137,null,null,False,0.48562641493274394,-1.0551597944706248,FCI,-1.0551597944706248,1.5407862094033686,966.8572134764985,False,-0.5727280069072561,3466,True,,,4,15,1.05835442184,0.07051641900034156,31.332463144999565,31.413196903000426
